Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
499,Exit Short,Close entry(s) order Short,2023-09-08 18:00,25908.81,0.08001,-8.86,-0.43,3450.15,-0.01,7.92,0.38,10.89,0.53
499,Entry Short,Short,2023-09-08 09:00,25839.52,0.08001,-8.86,-0.43,3450.15,-0.01,7.92,0.38,10.89,0.53
498,Exit Short,Close entry(s) order Short,2023-09-07 15:00,25931.19,0.08032,-18.28,-0.88,3459.00,-0.02,8.76,0.42,20.26,0.98
498,Entry Short,Short,2023-09-07 06:00,25744.99,0.08032,-18.28,-0.88,3459.00,-0.02,8.76,0.42,20.26,0.98
497,Exit Long,Close entry(s) order Long,2023-09-07 06:00,25744.99,0.08072,7.10,0.34,3477.28,0.01,32.58,1.57,21.30,1.03
497,Entry Long,Long,2023-09-06 12:00,25615.92,0.08072,7.10,0.34,3477.28,0.01,32.58,1.57,21.30,1.03
496,Exit Short,Long,2023-09-06 12:00,25615.92,0.08072,-3.31,-0.16,3470.18,0.00,0,0.00,1.65,0.08
496,Entry Short,Short,2023-09-06 12:00,25615.92,0.08072,-3.31,-0.16,3470.18,0.00,0,0.00,1.65,0.08
495,Exit Short,Close entry(s) order Short,2023-09-05 06:00,25710.92,0.07972,14.53,0.70,3473.48,0.01,27.99,1.35,7.78,0.38
495,Entry Short,Short,2023-09-04 03:00,25934.44,0.07972,14.53,0.70,3473.48,0.01,27.99,1.35,7.78,0.38
494,Exit Long,Short,2023-09-04 03:00,25934.44,0.07938,-12.33,-0.60,3458.96,-0.01,3.10,0.15,15.19,0.73
494,Entry Long,Long,2023-09-03 18:00,26048.18,0.07938,-12.33,-0.60,3458.96,-0.01,3.10,0.15,15.19,0.73
493,Exit Short,Close entry(s) order Short,2023-09-01 18:00,25776.62,0.08041,-8.11,-0.39,3471.29,-0.01,29.16,1.41,21.53,1.04
493,Entry Short,Short,2023-09-01 12:00,25717.01,0.08041,-8.11,-0.39,3471.29,-0.01,29.16,1.41,21.53,1.04
492,Exit Long,Close entry(s) order Long,2023-08-30 00:00,27400.55,0.07522,-10.18,-0.49,3479.39,-0.01,47.30,2.29,18.71,0.90
492,Entry Long,Long,2023-08-29 12:00,27492.03,0.07522,-10.18,-0.49,3479.39,-0.01,47.30,2.29,18.71,0.90
491,Exit Short,Long,2023-08-29 12:00,27492.03,0.07943,-116.74,-5.63,3489.58,-0.11,9.71,0.47,130.88,6.32
491,Entry Short,Short,2023-08-29 03:00,26065.15,0.07943,-116.74,-5.63,3489.58,-0.11,9.71,0.47,130.88,6.32
490,Exit Long,Close entry(s) order Long,2023-08-29 03:00,26065.15,0.07965,2.43,0.12,3606.32,0.00,15.33,0.74,5.39,0.26
490,Entry Long,Long,2023-08-28 18:00,25993.04,0.07965,2.43,0.12,3606.32,0.00,15.33,0.74,5.39,0.26
489,Exit Short,Long,2023-08-28 18:00,25993.04,0.07965,-3.31,-0.16,3603.89,0.00,0,0.00,1.66,0.08
489,Entry Short,Short,2023-08-28 18:00,25993.04,0.07965,-3.31,-0.16,3603.89,0.00,0,0.00,1.66,0.08
488,Exit Long,Short,2023-08-28 18:00,25993.04,0.07963,-3.95,-0.19,3607.21,0.00,18.49,0.89,8.26,0.40
488,Entry Long,Long,2023-08-28 09:00,26000.99,0.07963,-3.95,-0.19,3607.21,0.00,18.49,0.89,8.26,0.40
487,Exit Short,Close entry(s) order Short,2023-08-28 09:00,26000.99,0.07954,-0.96,-0.05,3611.15,0.00,11.55,0.56,3.27,0.16
487,Entry Short,Short,2023-08-28 00:00,26030.49,0.07954,-0.96,-0.05,3611.15,0.00,11.55,0.56,3.27,0.16
486,Exit Long,Close entry(s) order Long,2023-08-24 00:00,26374.49,0.07979,31.37,1.51,3612.12,0.03,68.54,3.31,11.76,0.57
486,Entry Long,Long,2023-08-23 09:00,25939.49,0.07979,31.37,1.51,3612.12,0.03,68.54,3.31,11.76,0.57
485,Exit Long,Close entry(s) order Long,2023-08-23 09:00,25939.49,0.07945,-12.56,-0.61,3580.75,-0.01,8.83,0.43,13.84,0.67
485,Entry Long,Long,2023-08-22 21:00,26055.99,0.07945,-12.56,-0.61,3580.75,-0.01,8.83,0.43,13.84,0.67
484,Exit Short,Long,2023-08-22 21:00,26055.99,0.0795,-4.47,-0.22,3593.31,0.00,57.28,2.76,7.69,0.37
484,Entry Short,Short,2023-08-22 03:00,26041.39,0.0795,-4.47,-0.22,3593.31,0.00,57.28,2.76,7.69,0.37
483,Exit Short,Close entry(s) order Short,2023-08-21 12:00,26108.52,0.07933,-4.20,-0.20,3597.78,0.00,15.57,0.75,9.71,0.47
483,Entry Short,Short,2023-08-21 00:00,26097.38,0.07933,-4.20,-0.20,3597.78,0.00,15.57,0.75,9.71,0.47
482,Exit Short,Close entry(s) order Short,2023-08-17 09:00,28545.10,0.07143,27.35,1.32,3601.98,0.03,43.49,2.10,1.92,0.09
482,Entry Short,Short,2023-08-16 18:00,28974.01,0.07143,27.35,1.32,3601.98,0.03,43.49,2.10,1.92,0.09
481,Exit Short,Close entry(s) order Short,2023-08-16 00:00,29255.14,0.07026,10.80,0.52,3574.63,0.01,26.18,1.26,4.71,0.23
481,Entry Short,Short,2023-08-15 12:00,29455.76,0.07026,10.80,0.52,3574.63,0.01,26.18,1.26,4.71,0.23
480,Exit Long,Short,2023-08-15 12:00,29455.76,0.07026,-3.31,-0.16,3563.83,0.00,0,0.00,1.66,0.08
480,Entry Long,Long,2023-08-15 12:00,29455.76,0.07026,-3.31,-0.16,3563.83,0.00,0,0.00,1.66,0.08
479,Exit Short,Long,2023-08-15 12:00,29455.76,0.07033,-5.40,-0.26,3567.14,-0.01,4.56,0.22,4.65,0.22
479,Entry Short,Short,2023-08-15 06:00,29426.15,0.07033,-5.40,-0.26,3567.14,-0.01,4.56,0.22,4.65,0.22
478,Exit Short,Close entry(s) order Short,2023-08-15 06:00,29426.15,0.07044,-6.28,-0.30,3572.54,-0.01,0.64,0.03,6.83,0.33
478,Entry Short,Short,2023-08-15 00:00,29383.98,0.07044,-6.28,-0.30,3572.54,-0.01,0.64,0.03,6.83,0.33
477,Exit Long,Close entry(s) order Long,2023-08-14 18:00,29400.82,0.07029,-6.60,-0.32,3578.82,-0.01,15.76,0.76,15.05,0.73
477,Entry Long,Long,2023-08-14 03:00,29447.60,0.07029,-6.60,-0.32,3578.82,-0.01,15.76,0.76,15.05,0.73
476,Exit Short,Long,2023-08-14 03:00,29447.60,0.07065,-13.48,-0.65,3585.42,-0.01,12.57,0.61,12.23,0.59
476,Entry Short,Short,2023-08-13 21:00,29303.85,0.07065,-13.48,-0.65,3585.42,-0.01,12.57,0.61,12.23,0.59
475,Exit Long,Short,2023-08-13 21:00,29303.85,0.07042,-10.08,-0.49,3598.90,-0.01,3.60,0.17,10.65,0.51
475,Entry Long,Long,2023-08-13 15:00,29400.02,0.07042,-10.08,-0.49,3598.90,-0.01,3.60,0.17,10.65,0.51
474,Exit Short,Close entry(s) order Short,2023-08-13 15:00,29400.02,0.07046,-4.37,-0.21,3608.98,0.00,2.34,0.11,4.12,0.20
474,Entry Short,Short,2023-08-13 03:00,29384.99,0.07046,-4.37,-0.21,3608.98,0.00,2.34,0.11,4.12,0.20
473,Exit Short,Close entry(s) order Short,2023-08-11 15:00,29340.39,0.07057,-3.31,-0.16,3613.35,0.00,0,0.00,1.66,0.08
473,Entry Short,Short,2023-08-11 15:00,29340.39,0.07057,-3.31,-0.16,3613.35,0.00,0,0.00,1.66,0.08
472,Exit Long,Close entry(s) order Long,2023-08-08 06:00,29182.01,0.07092,-4.52,-0.22,3616.66,0.00,7.72,0.37,6.14,0.30
472,Entry Long,Long,2023-08-07 18:00,29199.00,0.07092,-4.52,-0.22,3616.66,0.00,7.72,0.37,6.14,0.30
471,Exit Short,Long,2023-08-07 18:00,29199.00,0.07126,-13.01,-0.63,3621.18,-0.01,24.14,1.16,11.35,0.55
471,Entry Short,Short,2023-08-07 06:00,29063.00,0.07126,-13.01,-0.63,3621.18,-0.01,24.14,1.16,11.35,0.55
470,Exit Long,Short,2023-08-07 06:00,29063.00,0.0712,-5.13,-0.25,3634.19,0.00,8.39,0.40,6.66,0.32
470,Entry Long,Long,2023-08-06 15:00,29088.55,0.0712,-5.13,-0.25,3634.19,0.00,8.39,0.40,6.66,0.32
469,Exit Short,Close entry(s) order Short,2023-08-05 03:00,29096.20,0.0715,-12.52,-0.60,3639.32,-0.01,0,0.00,14.87,0.72
469,Entry Short,Short,2023-08-04 18:00,28967.50,0.0715,-12.52,-0.60,3639.32,-0.01,0,0.00,14.87,0.72
468,Exit Long,Close entry(s) order Long,2023-08-04 12:00,29257.12,0.0708,-3.31,-0.16,3651.85,0.00,0,0.00,1.66,0.08
468,Entry Long,Long,2023-08-04 12:00,29257.12,0.0708,-3.31,-0.16,3651.85,0.00,0,0.00,1.66,0.08
467,Exit Long,Close entry(s) order Long,2023-08-03 21:00,29193.65,0.07048,-17.32,-0.84,3655.16,-0.02,1.21,0.06,19.63,0.95
467,Entry Long,Long,2023-08-03 12:00,29392.58,0.07048,-17.32,-0.84,3655.16,-0.02,1.21,0.06,19.63,0.95
466,Exit Short,Close entry(s) order Short,2023-08-03 00:00,29176.98,0.07076,3.64,0.18,3672.49,0.00,22.94,1.11,7.95,0.38
466,Entry Short,Short,2023-08-02 12:00,29275.13,0.07076,3.64,0.18,3672.49,0.00,22.94,1.11,7.95,0.38
465,Exit Long,Close entry(s) order Long,2023-08-02 06:00,29489.54,0.07086,15.08,0.73,3668.85,0.01,56.29,2.72,4.18,0.20
465,Entry Long,Long,2023-08-01 18:00,29229.75,0.07086,15.08,0.73,3668.85,0.01,56.29,2.72,4.18,0.20
464,Exit Short,Close entry(s) order Short,2023-08-01 06:00,28994.91,0.07067,18.44,0.89,3653.77,0.02,39.51,1.91,4.82,0.23
464,Entry Short,Short,2023-07-31 12:00,29302.46,0.07067,18.44,0.89,3653.77,0.02,39.51,1.91,4.82,0.23
463,Exit Long,Short,2023-07-31 12:00,29302.46,0.0703,-14.70,-0.71,3635.33,-0.01,0,0.00,15.37,0.74
463,Entry Long,Long,2023-07-31 00:00,29464.54,0.0703,-14.70,-0.71,3635.33,-0.01,0,0.00,15.37,0.74
462,Exit Short,Long,2023-07-31 00:00,29464.54,0.07077,-17.03,-0.82,3650.03,-0.02,6.90,0.33,19.99,0.96
462,Entry Short,Short,2023-07-30 18:00,29270.96,0.07077,-17.03,-0.82,3650.03,-0.02,6.90,0.33,19.99,0.96
461,Exit Long,Short,2023-07-30 18:00,29270.96,0.07049,-11.83,-0.57,3667.05,-0.01,2.37,0.11,26.93,1.30
461,Entry Long,Long,2023-07-30 12:00,29391.82,0.07049,-11.83,-0.57,3667.05,-0.01,2.37,0.11,26.93,1.30
460,Exit Short,Long,2023-07-30 12:00,29391.82,0.07068,-8.87,-0.43,3678.88,-0.01,4.08,0.20,9.55,0.46
460,Entry Short,Short,2023-07-30 00:00,29313.35,0.07068,-8.87,-0.43,3678.88,-0.01,4.08,0.20,9.55,0.46
459,Exit Long,Short,2023-07-30 00:00,29313.35,0.07066,-4.18,-0.20,3687.75,0.00,2.25,0.11,4.13,0.20
459,Entry Long,Long,2023-07-29 15:00,29325.56,0.07066,-4.18,-0.20,3687.75,0.00,2.25,0.11,4.13,0.20
458,Exit Short,Close entry(s) order Short,2023-07-29 15:00,29325.56,0.0708,-7.45,-0.36,3691.93,-0.01,0,0.00,6.48,0.31
458,Entry Short,Short,2023-07-29 09:00,29267.16,0.0708,-7.45,-0.36,3691.93,-0.01,0,0.00,6.48,0.31
457,Exit Long,Close entry(s) order Long,2023-07-28 21:00,29314.14,0.07028,-15.48,-0.75,3699.38,-0.01,2.19,0.11,22.28,1.07
457,Entry Long,Long,2023-07-28 12:00,29487.41,0.07028,-15.48,-0.75,3699.38,-0.01,2.19,0.11,22.28,1.07
456,Exit Short,Close entry(s) order Short,2023-07-28 00:00,29230.00,0.07061,5.16,0.25,3714.86,0.00,17.13,0.83,2.48,0.12
456,Entry Short,Short,2023-07-27 12:00,29350.00,0.07061,5.16,0.25,3714.86,0.00,17.13,0.83,2.48,0.12
455,Exit Long,Short,2023-07-27 12:00,29350.00,0.07041,-9.49,-0.46,3709.70,-0.01,7.47,0.36,9.78,0.47
455,Entry Long,Long,2023-07-27 00:00,29437.80,0.07041,-9.49,-0.46,3709.70,-0.01,7.47,0.36,9.78,0.47
454,Exit Short,Close entry(s) order Short,2023-07-24 18:00,29149.16,0.06952,41.94,2.02,3719.19,0.04,63.53,3.06,6.55,0.32
454,Entry Short,Short,2023-07-24 00:00,29799.63,0.06952,41.94,2.02,3719.19,0.04,63.53,3.06,6.55,0.32
453,Exit Long,Short,2023-07-24 00:00,29799.63,0.06933,-9.24,-0.45,3677.25,-0.01,30.57,1.47,10.33,0.50
453,Entry Long,Long,2023-07-23 00:00,29885.12,0.06933,-9.24,-0.45,3677.25,-0.01,30.57,1.47,10.33,0.50
452,Exit Short,Close entry(s) order Short,2023-07-23 00:00,29885.12,0.06945,-6.64,-0.32,3686.49,-0.01,13.08,0.63,5.58,0.27
452,Entry Short,Short,2023-07-22 15:00,29837.35,0.06945,-6.64,-0.32,3686.49,-0.01,13.08,0.63,5.58,0.27
451,Exit Short,Close entry(s) order Short,2023-07-21 00:00,29903.20,0.06958,-11.74,-0.57,3693.12,-0.01,13.04,0.63,13.54,0.65
451,Entry Short,Short,2023-07-20 12:00,29782.20,0.06958,-11.74,-0.57,3693.12,-0.01,13.04,0.63,13.54,0.65
450,Exit Short,Close entry(s) order Short,2023-07-20 00:00,29985.54,0.06949,-14.55,-0.70,3704.86,-0.01,2.65,0.13,20.84,1.00
450,Entry Short,Short,2023-07-19 12:00,29824.00,0.06949,-14.55,-0.70,3704.86,-0.01,2.65,0.13,20.84,1.00
449,Exit Short,Close entry(s) order Short,2023-07-17 21:00,30138.01,0.06902,-10.73,-0.52,3719.41,-0.01,23.98,1.16,19.26,0.93
449,Entry Short,Short,2023-07-17 15:00,30030.67,0.06902,-10.73,-0.52,3719.41,-0.01,23.98,1.16,19.26,0.93
448,Exit Short,Close entry(s) order Short,2023-07-17 09:00,30161.70,0.06872,-3.32,-0.16,3730.15,0.00,0,0.00,1.66,0.08
448,Entry Short,Short,2023-07-17 09:00,30161.70,0.06872,-3.32,-0.16,3730.15,0.00,0,0.00,1.66,0.08
447,Exit Long,Close entry(s) order Long,2023-07-14 03:00,31360.48,0.06783,52.02,2.51,3733.46,0.05,83.82,4.04,7.36,0.35
447,Entry Long,Long,2023-07-13 09:00,30543.99,0.06783,52.02,2.51,3733.46,0.05,83.82,4.04,7.36,0.35
446,Exit Short,Close entry(s) order Short,2023-07-13 03:00,30323.01,0.06804,5.19,0.25,3681.44,0.01,14.53,0.70,7.72,0.37
446,Entry Short,Short,2023-07-12 15:00,30447.94,0.06804,5.19,0.25,3681.44,0.01,14.53,0.70,7.72,0.37
445,Exit Long,Short,2023-07-12 15:00,30447.94,0.0676,-17.23,-0.83,3676.25,-0.02,20.60,0.99,17.30,0.83
445,Entry Long,Long,2023-07-12 03:00,30654.01,0.0676,-17.23,-0.83,3676.25,-0.02,20.60,0.99,17.30,0.83
444,Exit Long,Close entry(s) order Long,2023-07-10 21:00,30411.57,0.06852,8.43,0.41,3693.48,0.01,53.55,2.58,8.29,0.40
444,Entry Long,Long,2023-07-10 09:00,30240.00,0.06852,8.43,0.41,3693.48,0.01,53.55,2.58,8.29,0.40
443,Exit Short,Long,2023-07-10 09:00,30240.00,0.06862,-6.47,-0.31,3685.05,-0.01,15.09,0.73,5.22,0.25
443,Entry Short,Short,2023-07-09 18:00,30193.99,0.06862,-6.47,-0.31,3685.05,-0.01,15.09,0.73,5.22,0.25
442,Exit Long,Short,2023-07-09 18:00,30193.99,0.06846,-8.29,-0.40,3691.52,-0.01,10.58,0.51,12.04,0.58
442,Entry Long,Long,2023-07-09 09:00,30266.70,0.06846,-8.29,-0.40,3691.52,-0.01,10.58,0.51,12.04,0.58
441,Exit Long,Close entry(s) order Long,2023-07-09 09:00,30266.70,0.06871,4.13,0.20,3699.81,0.00,15.16,0.73,2.36,0.11
441,Entry Long,Long,2023-07-08 18:00,30158.22,0.06871,4.13,0.20,3699.81,0.00,15.16,0.73,2.36,0.11
440,Exit Short,Long,2023-07-08 18:00,30158.22,0.06871,-3.32,-0.16,3695.68,0.00,0,0.00,1.66,0.08
440,Entry Short,Short,2023-07-08 18:00,30158.22,0.06871,-3.32,-0.16,3695.68,0.00,0,0.00,1.66,0.08
439,Exit Long,Close entry(s) order Long,2023-07-08 03:00,30239.50,0.06815,-15.03,-0.72,3699.00,-0.01,0.90,0.04,21.80,1.05
439,Entry Long,Long,2023-07-07 12:00,30411.49,0.06815,-15.03,-0.72,3699.00,-0.01,0.90,0.04,21.80,1.05
438,Exit Short,Close entry(s) order Short,2023-07-07 03:00,30208.40,0.06859,-2.91,-0.14,3714.02,0.00,33.55,1.62,20.84,1.00
438,Entry Short,Short,2023-07-06 12:00,30214.34,0.06859,-2.91,-0.14,3714.02,0.00,33.55,1.62,20.84,1.00
437,Exit Long,Close entry(s) order Long,2023-07-04 03:00,30972.70,0.06742,12.61,0.61,3716.93,0.01,41.74,2.01,1.66,0.08
437,Entry Long,Long,2023-07-03 12:00,30736.28,0.06742,12.61,0.61,3716.93,0.01,41.74,2.01,1.66,0.08
436,Exit Long,Close entry(s) order Long,2023-07-03 06:00,30640.11,0.06775,0.18,0.01,3704.32,0.00,12.67,0.61,12.70,0.61
436,Entry Long,Long,2023-07-02 18:00,30588.46,0.06775,0.18,0.01,3704.32,0.00,12.67,0.61,12.70,0.61
435,Exit Short,Long,2023-07-02 18:00,30588.46,0.06775,-3.20,-0.15,3704.14,0.00,27.83,1.34,8.63,0.42
435,Entry Short,Short,2023-07-02 12:00,30590.22,0.06775,-3.20,-0.15,3704.14,0.00,27.83,1.34,8.63,0.42
434,Exit Short,Close entry(s) order Short,2023-07-02 12:00,30590.22,0.06799,-10.73,-0.52,3707.34,-0.01,0,0.00,11.63,0.56
434,Entry Short,Short,2023-07-02 03:00,30481.27,0.06799,-10.73,-0.52,3707.34,-0.01,0,0.00,11.63,0.56
433,Exit Long,Close entry(s) order Long,2023-07-01 21:00,30585.90,0.0679,0.95,0.05,3718.07,0.00,7.75,0.37,2.95,0.14
433,Entry Long,Long,2023-07-01 09:00,30523.02,0.0679,0.95,0.05,3718.07,0.00,7.75,0.37,2.95,0.14
432,Exit Short,Close entry(s) order Short,2023-06-30 21:00,30471.99,0.06889,-29.48,-1.42,3717.12,-0.03,9.85,0.47,46.82,2.26
432,Entry Short,Short,2023-06-30 12:00,30092.49,0.06889,-29.48,-1.42,3717.12,-0.03,9.85,0.47,46.82,2.26
431,Exit Long,Short,2023-06-30 12:00,30092.49,0.06764,-41.80,-2.01,3746.60,-0.04,40.29,1.94,80.25,3.87
431,Entry Long,Long,2023-06-30 00:00,30661.83,0.06764,-41.80,-2.01,3746.60,-0.04,40.29,1.94,80.25,3.87
430,Exit Long,Close entry(s) order Long,2023-06-29 18:00,30398.97,0.06826,-2.30,-0.11,3788.40,0.00,29.74,1.43,10.81,0.52
430,Entry Long,Long,2023-06-29 06:00,30383.99,0.06826,-2.30,-0.11,3788.40,0.00,29.74,1.43,10.81,0.52
429,Exit Short,Close entry(s) order Short,2023-06-29 00:00,30121.16,0.06817,17.07,0.82,3790.69,0.02,36.60,1.76,6.49,0.31
429,Entry Short,Short,2023-06-28 00:00,30420.01,0.06817,17.07,0.82,3790.69,0.02,36.60,1.76,6.49,0.31
428,Exit Short,Close entry(s) order Short,2023-06-26 21:00,30267.99,0.06894,-15.97,-0.77,3773.62,-0.02,1.42,0.07,16.99,0.82
428,Entry Short,Short,2023-06-26 15:00,30084.63,0.06894,-15.97,-0.77,3773.62,-0.02,1.42,0.07,16.99,0.82
427,Exit Long,Close entry(s) order Long,2023-06-25 12:00,30551.82,0.06722,-23.92,-1.15,3789.59,-0.02,6.90,0.33,24.71,1.19
427,Entry Long,Long,2023-06-25 03:00,30858.55,0.06722,-23.92,-1.15,3789.59,-0.02,6.90,0.33,24.71,1.19
426,Exit Long,Close entry(s) order Long,2023-06-23 21:00,30688.51,0.06643,-40.00,-1.93,3813.51,-0.04,0.39,0.02,54.01,2.60
426,Entry Long,Long,2023-06-23 15:00,31241.10,0.06643,-40.00,-1.93,3813.51,-0.04,0.39,0.02,54.01,2.60
425,Exit Long,Close entry(s) order Long,2023-06-22 00:00,30472.12,0.06811,-3.32,-0.16,3853.51,0.00,0,0.00,1.66,0.08
425,Entry Long,Long,2023-06-22 00:00,30472.12,0.06811,-3.32,-0.16,3853.51,0.00,0,0.00,1.66,0.08
424,Exit Long,Close entry(s) order Long,2023-06-21 06:00,28824.41,0.07461,73.35,3.53,3856.83,0.07,94.74,4.56,3.00,0.14
424,Entry Long,Long,2023-06-20 15:00,27796.00,0.07461,73.35,3.53,3856.83,0.07,94.74,4.56,3.00,0.14
423,Exit Long,Close entry(s) order Long,2023-06-20 03:00,26821.36,0.07777,8.83,0.43,3783.48,0.01,38.31,1.85,24.61,1.19
423,Entry Long,Long,2023-06-19 15:00,26665.06,0.07777,8.83,0.43,3783.48,0.01,38.31,1.85,24.61,1.19
422,Exit Short,Close entry(s) order Short,2023-06-15 06:00,24974.27,0.08317,-6.65,-0.32,3774.65,-0.01,7.33,0.35,24.31,1.17
422,Entry Short,Short,2023-06-14 18:00,24934.21,0.08317,-6.65,-0.32,3774.65,-0.01,7.33,0.35,24.31,1.17
421,Exit Long,Short,2023-06-14 18:00,24934.21,0.07983,-88.44,-4.26,3781.31,-0.09,6.06,0.29,95.92,4.62
421,Entry Long,Long,2023-06-14 12:00,26001.26,0.07983,-88.44,-4.26,3781.31,-0.09,6.06,0.29,95.92,4.62
420,Exit Short,Close entry(s) order Short,2023-06-14 06:00,25928.30,0.07974,4.59,0.22,3869.74,0.00,13.51,0.65,2.00,0.10
420,Entry Short,Short,2023-06-14 00:00,26027.40,0.07974,4.59,0.22,3869.74,0.00,13.51,0.65,2.00,0.10
419,Exit Long,Short,2023-06-14 00:00,26027.40,0.07975,-3.32,-0.16,3865.15,0.00,0,0.00,1.66,0.08
419,Entry Long,Long,2023-06-14 00:00,26027.40,0.07975,-3.32,-0.16,3865.15,0.00,0,0.00,1.66,0.08
418,Exit Long,Close entry(s) order Long,2023-06-13 12:00,25985.66,0.07946,-14.42,-0.69,3868.48,-0.01,22.79,1.10,20.27,0.98
418,Entry Long,Long,2023-06-13 00:00,26125.49,0.07946,-14.42,-0.69,3868.48,-0.01,22.79,1.10,20.27,0.98
417,Exit Short,Close entry(s) order Short,2023-06-12 18:00,25893.48,0.08032,-7.11,-0.34,3882.90,-0.01,13.95,0.67,11.29,0.54
417,Entry Short,Short,2023-06-12 12:00,25846.35,0.08032,-7.11,-0.34,3882.90,-0.01,13.95,0.67,11.29,0.54
416,Exit Long,Short,2023-06-12 12:00,25846.35,0.08004,-10.76,-0.52,3890.01,-0.01,11.72,0.56,18.06,0.87
416,Entry Long,Long,2023-06-12 06:00,25939.31,0.08004,-10.76,-0.52,3890.01,-0.01,11.72,0.56,18.06,0.87
415,Exit Short,Close entry(s) order Short,2023-06-10 12:00,25668.35,0.07831,61.55,2.96,3900.77,0.06,79.75,3.84,4.62,0.22
415,Entry Short,Short,2023-06-09 15:00,26496.05,0.07831,61.55,2.96,3900.77,0.06,79.75,3.84,4.62,0.22
414,Exit Long,Close entry(s) order Long,2023-06-08 21:00,26498.62,0.07788,-14.99,-0.72,3839.22,-0.01,10.91,0.53,19.92,0.96
414,Entry Long,Long,2023-06-08 12:00,26648.54,0.07788,-14.99,-0.72,3839.22,-0.01,10.91,0.53,19.92,0.96
413,Exit Short,Close entry(s) order Short,2023-06-08 00:00,26386.50,0.07848,1.16,0.06,3854.20,0.00,23.34,1.12,20.14,0.97
413,Entry Short,Short,2023-06-07 12:00,26443.56,0.07848,1.16,0.06,3854.20,0.00,23.34,1.12,20.14,0.97
412,Exit Short,Close entry(s) order Short,2023-06-05 12:00,26802.21,0.07652,20.65,0.99,3853.04,0.02,34.70,1.67,2.74,0.13
412,Entry Short,Short,2023-06-04 21:00,27115.20,0.07652,20.65,0.99,3853.04,0.02,34.70,1.67,2.74,0.13
411,Exit Long,Short,2023-06-04 21:00,27115.20,0.07629,-9.67,-0.47,3832.39,-0.01,17.91,0.86,13.48,0.65
411,Entry Long,Long,2023-06-04 09:00,27198.54,0.07629,-9.67,-0.47,3832.39,-0.01,17.91,0.86,13.48,0.65
410,Exit Short,Close entry(s) order Short,2023-06-01 06:00,26912.54,0.07767,-18.34,-0.88,3842.07,-0.02,7.21,0.35,17.47,0.84
410,Entry Short,Short,2023-06-01 00:00,26719.26,0.07767,-18.34,-0.88,3842.07,-0.02,7.21,0.35,17.47,0.84
409,Exit Short,Close entry(s) order Short,2023-05-31 15:00,27055.39,0.07402,68.24,3.29,3860.41,0.07,85.86,4.14,2.13,0.10
409,Entry Short,Short,2023-05-30 09:00,28021.39,0.07402,68.24,3.29,3860.41,0.07,85.86,4.14,2.13,0.10
408,Exit Long,Short,2023-05-30 09:00,28021.39,0.07402,-3.32,-0.16,3792.17,0.00,0,0.00,1.66,0.08
408,Entry Long,Long,2023-05-30 09:00,28021.39,0.07402,-3.32,-0.16,3792.17,0.00,0,0.00,1.66,0.08
407,Exit Long,Close entry(s) order Long,2023-05-28 09:00,27153.76,0.07722,19.79,0.95,3795.49,0.02,36.17,1.74,8.60,0.41
407,Entry Long,Long,2023-05-27 21:00,26854.28,0.07722,19.79,0.95,3795.49,0.02,36.17,1.74,8.60,0.41
406,Exit Short,Close entry(s) order Short,2023-05-19 00:00,26802.05,0.07831,-27.85,-1.34,3775.70,-0.03,4.55,0.22,46.79,2.25
406,Entry Short,Short,2023-05-18 15:00,26489.00,0.07831,-27.85,-1.34,3775.70,-0.03,4.55,0.22,46.79,2.25
405,Exit Long,Close entry(s) order Long,2023-05-18 03:00,27220.16,0.07658,6.94,0.33,3803.55,0.01,30.04,1.45,3.28,0.16
405,Entry Long,Long,2023-05-17 15:00,27086.12,0.07658,6.94,0.33,3803.55,0.01,30.04,1.45,3.28,0.16
404,Exit Short,Long,2023-05-17 15:00,27086.12,0.07737,-24.46,-1.18,3796.61,-0.02,19.10,0.92,29.58,1.42
404,Entry Short,Short,2023-05-17 06:00,26813.08,0.07737,-24.46,-1.18,3796.61,-0.02,19.10,0.92,29.58,1.42
403,Exit Long,Close entry(s) order Long,2023-05-15 09:00,27336.12,0.07705,28.90,1.39,3821.07,0.03,47.07,2.27,16.42,0.79
403,Entry Long,Long,2023-05-14 21:00,26917.61,0.07705,28.90,1.39,3821.07,0.03,47.07,2.27,16.42,0.79
402,Exit Long,Close entry(s) order Long,2023-05-14 21:00,26917.61,0.07693,-6.84,-0.33,3792.17,-0.01,16.54,0.80,12.14,0.58
402,Entry Long,Long,2023-05-14 12:00,26963.42,0.07693,-6.84,-0.33,3792.17,-0.01,16.54,0.80,12.14,0.58
401,Exit Short,Close entry(s) order Short,2023-05-11 21:00,26968.61,0.0754,36.69,1.77,3799.01,0.04,58.41,2.81,38.11,1.84
401,Entry Short,Short,2023-05-10 15:00,27498.73,0.0754,36.69,1.77,3799.01,0.04,58.41,2.81,38.11,1.84
400,Exit Short,Close entry(s) order Short,2023-05-08 12:00,27970.53,0.07291,30.22,1.46,3762.33,0.03,60.54,2.92,16.31,0.79
400,Entry Short,Short,2023-05-07 21:00,28430.09,0.07291,30.22,1.46,3762.33,0.03,60.54,2.92,16.31,0.79
