Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
399,Exit Long,Short,2023-05-07 21:00,28430.09,0.0714,-47.24,-2.28,3732.11,-0.05,0,0.00,48.10,2.32
399,Entry Long,Long,2023-05-07 12:00,29045.71,0.0714,-47.24,-2.28,3732.11,-0.05,0,0.00,48.10,2.32
398,Exit Long,Close entry(s) order Long,2023-05-06 00:00,29463.77,0.0709,12.09,0.58,3779.35,0.01,39.02,1.88,33.30,1.60
398,Entry Long,Long,2023-05-05 00:00,29246.27,0.0709,12.09,0.58,3779.35,0.01,39.02,1.88,33.30,1.60
397,Exit Long,Close entry(s) order Long,2023-05-04 06:00,29089.26,0.07144,1.19,0.06,3767.26,0.00,13.46,0.65,7.03,0.34
397,Entry Long,Long,2023-05-03 21:00,29026.16,0.07144,1.19,0.06,3767.26,0.00,13.46,0.65,7.03,0.34
396,Exit Short,Close entry(s) order Short,2023-05-03 12:00,28215.86,0.07349,-3.32,-0.16,3766.07,0.00,0,0.00,1.66,0.08
396,Entry Short,Short,2023-05-03 12:00,28215.86,0.07349,-3.32,-0.16,3766.07,0.00,0,0.00,1.66,0.08
395,Exit Short,Close entry(s) order Short,2023-05-01 12:00,28473.31,0.07066,57.26,2.76,3769.39,0.06,74.64,3.60,12.72,0.61
395,Entry Short,Short,2023-04-30 18:00,29329.90,0.07066,57.26,2.76,3769.39,0.06,74.64,3.60,12.72,0.61
394,Exit Long,Close entry(s) order Long,2023-04-30 18:00,29329.90,0.07083,1.74,0.08,3712.13,0.00,48.70,2.35,8.60,0.41
394,Entry Long,Long,2023-04-30 03:00,29258.49,0.07083,1.74,0.08,3712.13,0.00,48.70,2.35,8.60,0.41
393,Exit Short,Long,2023-04-30 03:00,29258.49,0.07109,-10.66,-0.51,3710.39,-0.01,3.72,0.18,12.59,0.61
393,Entry Short,Short,2023-04-29 15:00,29155.24,0.07109,-10.66,-0.51,3710.39,-0.01,3.72,0.18,12.59,0.61
392,Exit Long,Close entry(s) order Long,2023-04-28 00:00,29395.89,0.06999,-18.94,-0.91,3721.05,-0.02,9.81,0.47,27.12,1.31
392,Entry Long,Long,2023-04-27 18:00,29619.30,0.06999,-18.94,-0.91,3721.05,-0.02,9.81,0.47,27.12,1.31
391,Exit Long,Close entry(s) order Long,2023-04-26 18:00,28413.38,0.07502,56.33,2.72,3739.99,0.05,179.77,8.67,30.36,1.46
391,Entry Long,Long,2023-04-25 15:00,27617.66,0.07502,56.33,2.72,3739.99,0.05,179.77,8.67,30.36,1.46
390,Exit Short,Close entry(s) order Short,2023-04-24 18:00,27460.44,0.07623,-24.27,-1.17,3683.66,-0.02,16.86,0.81,42.43,2.05
390,Entry Short,Short,2023-04-24 06:00,27185.74,0.07623,-24.27,-1.17,3683.66,-0.02,16.86,0.81,42.43,2.05
389,Exit Long,Short,2023-04-24 06:00,27185.74,0.07473,-45.09,-2.17,3707.94,-0.04,2.44,0.12,45.60,2.20
389,Entry Long,Long,2023-04-24 00:00,27745.17,0.07473,-45.09,-2.17,3707.94,-0.04,2.44,0.12,45.60,2.20
388,Exit Short,Close entry(s) order Short,2023-04-22 03:00,27397.62,0.07603,-12.96,-0.62,3753.03,-0.01,9.43,0.45,11.30,0.54
388,Entry Short,Short,2023-04-21 18:00,27270.87,0.07603,-12.96,-0.62,3753.03,-0.01,9.43,0.45,11.30,0.54
387,Exit Short,Close entry(s) order Short,2023-04-21 00:00,28247.49,0.07287,11.61,0.56,3765.99,0.01,30.57,1.47,7.10,0.34
387,Entry Short,Short,2023-04-20 15:00,28452.21,0.07287,11.61,0.56,3765.99,0.01,30.57,1.47,7.10,0.34
386,Exit Short,Close entry(s) order Short,2023-04-19 15:00,29318.14,0.07109,-13.97,-0.67,3754.38,-0.01,7.47,0.36,25.23,1.22
386,Entry Short,Short,2023-04-19 06:00,29168.47,0.07109,-13.97,-0.67,3754.38,-0.01,7.47,0.36,25.23,1.22
385,Exit Short,Close entry(s) order Short,2023-04-17 18:00,29443.75,0.06905,36.51,1.76,3768.34,0.04,52.16,2.51,3.08,0.15
385,Entry Short,Short,2023-04-17 00:00,30020.00,0.06905,36.51,1.76,3768.34,0.04,52.16,2.51,3.08,0.15
384,Exit Short,Close entry(s) order Short,2023-04-16 09:00,30226.46,0.06858,-3.32,-0.16,3731.84,0.00,0,0.00,1.66,0.08
384,Entry Short,Short,2023-04-16 09:00,30226.46,0.06858,-3.32,-0.16,3731.84,0.00,0,0.00,1.66,0.08
383,Exit Long,Close entry(s) order Long,2023-04-13 18:00,30251.96,0.06867,1.06,0.05,3735.15,0.00,26.28,1.27,5.37,0.26
383,Entry Long,Long,2023-04-13 06:00,30188.15,0.06867,1.06,0.05,3735.15,0.00,26.28,1.27,5.37,0.26
382,Exit Long,Close entry(s) order Long,2023-04-10 03:00,28282.17,0.07372,9.02,0.44,3734.09,0.01,28.96,1.40,1.66,0.08
382,Entry Long,Long,2023-04-09 18:00,28114.63,0.07372,9.02,0.44,3734.09,0.01,28.96,1.40,1.66,0.08
381,Exit Short,Long,2023-04-09 18:00,28114.63,0.07436,-20.66,-1.00,3725.07,-0.02,4.41,0.21,29.05,1.40
381,Entry Short,Short,2023-04-09 06:00,27881.65,0.07436,-20.66,-1.00,3725.07,-0.02,4.41,0.21,29.05,1.40
380,Exit Long,Short,2023-04-09 06:00,27881.65,0.07396,-14.75,-0.71,3745.72,-0.01,0.65,0.03,19.14,0.92
380,Entry Long,Long,2023-04-09 00:00,28036.31,0.07396,-14.75,-0.71,3745.72,-0.01,0.65,0.03,19.14,0.92
379,Exit Short,Long,2023-04-09 00:00,28036.31,0.07423,-10.84,-0.52,3760.47,-0.01,3.02,0.15,12.67,0.61
379,Entry Short,Short,2023-04-08 15:00,27935.11,0.07423,-10.84,-0.52,3760.47,-0.01,3.02,0.15,12.67,0.61
378,Exit Short,Close entry(s) order Short,2023-04-07 15:00,27911.50,0.07455,-10.39,-0.50,3771.30,-0.01,0.33,0.02,14.18,0.68
378,Entry Short,Short,2023-04-07 06:00,27816.76,0.07455,-10.39,-0.50,3771.30,-0.01,0.33,0.02,14.18,0.68
377,Exit Short,Close entry(s) order Short,2023-04-05 21:00,28170.01,0.07379,-8.11,-0.39,3781.69,-0.01,20.48,0.99,16.63,0.80
377,Entry Short,Short,2023-04-05 12:00,28105.19,0.07379,-8.11,-0.39,3781.69,-0.01,20.48,0.99,16.63,0.80
376,Exit Long,Close entry(s) order Long,2023-04-04 21:00,28165.47,0.07435,17.15,0.83,3789.80,0.02,39.56,1.91,3.88,0.19
376,Entry Long,Long,2023-04-04 03:00,27890.01,0.07435,17.15,0.83,3789.80,0.02,39.56,1.91,3.88,0.19
375,Exit Short,Close entry(s) order Short,2023-04-04 03:00,27890.01,0.07409,3.84,0.18,3772.65,0.00,56.59,2.73,20.33,0.98
375,Entry Short,Short,2023-04-03 15:00,27986.48,0.07409,3.84,0.18,3772.65,0.00,56.59,2.73,20.33,0.98
374,Exit Long,Close entry(s) order Long,2023-04-03 15:00,27986.48,0.0732,-28.81,-1.39,3768.81,-0.03,10.49,0.51,35.33,1.70
374,Entry Long,Long,2023-04-03 06:00,28335.00,0.0732,-28.81,-1.39,3768.81,-0.03,10.49,0.51,35.33,1.70
373,Exit Long,Close entry(s) order Long,2023-04-01 03:00,28571.08,0.07272,0.26,0.01,3797.62,0.00,20.01,0.96,20.49,0.99
373,Entry Long,Long,2023-03-31 12:00,28521.78,0.07272,0.26,0.01,3797.62,0.00,20.01,0.96,20.49,0.99
372,Exit Long,Close entry(s) order Long,2023-03-30 06:00,28572.81,0.07163,-31.37,-1.51,3797.36,-0.03,1.06,0.05,64.31,3.10
372,Entry Long,Long,2023-03-30 00:00,28964.76,0.07163,-31.37,-1.51,3797.36,-0.03,1.06,0.05,64.31,3.10
371,Exit Long,Close entry(s) order Long,2023-03-29 12:00,28290.97,0.07593,71.32,3.44,3828.73,0.07,100.30,4.83,17.72,0.85
371,Entry Long,Long,2023-03-28 18:00,27307.21,0.07593,71.32,3.44,3828.73,0.07,100.30,4.83,17.72,0.85
370,Exit Short,Close entry(s) order Short,2023-03-27 21:00,27124.90,0.07478,40.86,1.97,3757.41,0.04,88.61,4.27,22.68,1.09
370,Entry Short,Short,2023-03-27 03:00,27715.19,0.07478,40.86,1.97,3757.41,0.04,88.61,4.27,22.68,1.09
369,Exit Short,Close entry(s) order Short,2023-03-25 00:00,27599.66,0.07403,25.54,1.23,3716.55,0.02,71.56,3.45,8.15,0.39
369,Entry Short,Short,2023-03-24 12:00,27989.07,0.07403,25.54,1.23,3716.55,0.02,71.56,3.45,8.15,0.39
368,Exit Long,Close entry(s) order Long,2023-03-24 00:00,28186.28,0.07388,7.09,0.34,3691.02,0.01,50.40,2.43,21.83,1.05
368,Entry Long,Long,2023-03-23 12:00,28045.31,0.07388,7.09,0.34,3691.02,0.01,50.40,2.43,21.83,1.05
367,Exit Short,Close entry(s) order Short,2023-03-23 03:00,27629.19,0.07588,-27.46,-1.32,3683.93,-0.03,23.95,1.15,31.15,1.50
367,Entry Short,Short,2023-03-22 18:00,27311.28,0.07588,-27.46,-1.32,3683.93,-0.03,23.95,1.15,31.15,1.50
366,Exit Long,Short,2023-03-22 18:00,27311.28,0.07262,-94.19,-4.54,3711.38,-0.09,20.45,0.99,144.13,6.94
366,Entry Long,Long,2023-03-22 12:00,28563.61,0.07262,-94.19,-4.54,3711.38,-0.09,20.45,0.99,144.13,6.94
365,Exit Long,Close entry(s) order Long,2023-03-22 03:00,28201.53,0.07356,-3.32,-0.16,3805.57,0.00,0,0.00,1.66,0.08
365,Entry Long,Long,2023-03-22 03:00,28201.53,0.07356,-3.32,-0.16,3805.57,0.00,0,0.00,1.66,0.08
364,Exit Long,Close entry(s) order Long,2023-03-20 15:00,27623.82,0.0733,-53.86,-2.59,3808.89,-0.05,9.93,0.48,64.15,3.09
364,Entry Long,Long,2023-03-20 06:00,28313.85,0.0733,-53.86,-2.59,3808.89,-0.05,9.93,0.48,64.15,3.09
363,Exit Long,Close entry(s) order Long,2023-03-20 00:00,27436.06,0.07442,-37.67,-1.81,3862.75,-0.04,34.96,1.68,52.63,2.53
363,Entry Long,Long,2023-03-19 15:00,27897.98,0.07442,-37.67,-1.81,3862.75,-0.04,34.96,1.68,52.63,2.53
362,Exit Long,Close entry(s) order Long,2023-03-16 15:00,24684.94,0.08446,5.44,0.26,3900.42,0.01,39.32,1.89,19.12,0.92
362,Entry Long,Long,2023-03-16 06:00,24581.10,0.08446,5.44,0.26,3900.42,0.01,39.32,1.89,19.12,0.92
361,Exit Long,Close entry(s) order Long,2023-03-14 18:00,24570.06,0.0805,-103.84,-4.99,3894.98,-0.10,13.00,0.63,131.04,6.30
361,Entry Long,Long,2023-03-14 12:00,25819.65,0.0805,-103.84,-4.99,3894.98,-0.10,13.00,0.63,131.04,6.30
360,Exit Long,Close entry(s) order Long,2023-03-13 06:00,22191.11,0.102,185.52,8.94,3998.82,0.18,229.04,11.03,7.16,0.34
360,Entry Long,Long,2023-03-12 12:00,20338.28,0.102,185.52,8.94,3998.82,0.18,229.04,11.03,7.16,0.34
359,Exit Short,Long,2023-03-12 12:00,20338.28,0.102,-3.32,-0.16,3813.30,0.00,0,0.00,1.66,0.08
359,Entry Short,Short,2023-03-12 12:00,20338.28,0.102,-3.32,-0.16,3813.30,0.00,0,0.00,1.66,0.08
358,Exit Short,Close entry(s) order Short,2023-03-10 06:00,19958.54,0.0965,142.70,6.88,3816.62,0.14,161.84,7.80,3.72,0.18
358,Entry Short,Short,2023-03-09 15:00,21470.47,0.0965,142.70,6.88,3816.62,0.14,161.84,7.80,3.72,0.18
357,Exit Short,Close entry(s) order Short,2023-03-09 09:00,21669.38,0.09371,37.07,1.79,3673.92,0.04,52.03,2.51,2.93,0.14
357,Entry Short,Short,2023-03-08 18:00,22099.95,0.09371,37.07,1.79,3673.92,0.04,52.03,2.51,2.93,0.14
356,Exit Short,Close entry(s) order Short,2023-03-08 18:00,22099.95,0.09426,-15.13,-0.73,3636.85,-0.01,7.59,0.37,25.63,1.24
356,Entry Short,Short,2023-03-08 12:00,21974.73,0.09426,-15.13,-0.73,3636.85,-0.01,7.59,0.37,25.63,1.24
355,Exit Short,Close entry(s) order Short,2023-03-07 21:00,22198.56,0.09237,17.21,0.83,3651.98,0.02,43.93,2.12,8.06,0.39
355,Entry Short,Short,2023-03-07 06:00,22420.53,0.09237,17.21,0.83,3651.98,0.02,43.93,2.12,8.06,0.39
354,Exit Long,Short,2023-03-07 06:00,22420.53,0.09206,-10.43,-0.50,3634.77,-0.01,3.87,0.19,11.12,0.54
354,Entry Long,Long,2023-03-07 00:00,22497.87,0.09206,-10.43,-0.50,3634.77,-0.01,3.87,0.19,11.12,0.54
353,Exit Short,Long,2023-03-07 00:00,22497.87,0.09268,-16.83,-0.81,3645.20,-0.02,1.32,0.06,16.28,0.79
353,Entry Short,Short,2023-03-06 18:00,22352.17,0.09268,-16.83,-0.81,3645.20,-0.02,1.32,0.06,16.28,0.79
352,Exit Long,Short,2023-03-06 18:00,22352.17,0.09228,-12.29,-0.59,3662.03,-0.01,12.44,0.60,12.59,0.61
352,Entry Long,Long,2023-03-06 12:00,22449.46,0.09228,-12.29,-0.59,3662.03,-0.01,12.44,0.60,12.59,0.61
351,Exit Short,Long,2023-03-06 12:00,22449.46,0.09262,-10.70,-0.52,3674.31,-0.01,0,0.00,12.61,0.61
351,Entry Short,Short,2023-03-06 03:00,22369.79,0.09262,-10.70,-0.52,3674.31,-0.01,0,0.00,12.61,0.61
350,Exit Short,Close entry(s) order Short,2023-03-03 09:00,22343.06,0.09271,-2.90,-0.14,3685.01,0.00,7.28,0.35,13.94,0.67
350,Entry Short,Short,2023-03-03 00:00,22347.51,0.09271,-2.90,-0.14,3685.01,0.00,7.28,0.35,13.94,0.67
349,Exit Long,Short,2023-03-03 00:00,22347.51,0.08838,-102.24,-4.93,3687.91,-0.10,6.24,0.30,133.92,6.45
349,Entry Long,Long,2023-03-02 18:00,23467.64,0.08838,-102.24,-4.93,3687.91,-0.10,6.24,0.30,133.92,6.45
348,Exit Short,Close entry(s) order Short,2023-03-02 18:00,23467.64,0.08856,-7.43,-0.36,3790.15,-0.01,18.30,0.88,34.93,1.68
348,Entry Short,Short,2023-03-01 18:00,23421.23,0.08856,-7.43,-0.36,3790.15,-0.01,18.30,0.88,34.93,1.68
347,Exit Long,Close entry(s) order Long,2023-03-01 12:00,23679.86,0.08887,27.52,1.33,3797.58,0.03,57.66,2.78,4.02,0.19
347,Entry Long,Long,2023-03-01 00:00,23332.57,0.08887,27.52,1.33,3797.58,0.03,57.66,2.78,4.02,0.19
346,Exit Short,Close entry(s) order Short,2023-03-01 00:00,23332.57,0.08813,13.73,0.66,3770.06,0.01,42.92,2.07,3.78,0.18
346,Entry Short,Short,2023-02-28 15:00,23525.90,0.08813,13.73,0.66,3770.06,0.01,42.92,2.07,3.78,0.18
345,Exit Long,Short,2023-02-28 15:00,23525.90,0.08813,-3.32,-0.16,3756.33,0.00,0,0.00,1.66,0.08
345,Entry Long,Long,2023-02-28 15:00,23525.90,0.08813,-3.32,-0.16,3756.33,0.00,0,0.00,1.66,0.08
344,Exit Short,Close entry(s) order Short,2023-02-27 21:00,23492.09,0.08709,23.82,1.15,3759.64,0.02,59.02,2.84,9.89,0.48
344,Entry Short,Short,2023-02-27 12:00,23803.46,0.08709,23.82,1.15,3759.64,0.02,59.02,2.84,9.89,0.48
343,Exit Long,Short,2023-02-27 12:00,23803.46,0.08709,-3.32,-0.16,3735.82,0.00,0,0.00,1.66,0.08
343,Entry Long,Long,2023-02-27 12:00,23803.46,0.08709,-3.32,-0.16,3735.82,0.00,0,0.00,1.66,0.08
342,Exit Short,Close entry(s) order Short,2023-02-25 00:00,23085.01,0.08701,59.83,2.89,3739.14,0.06,82.66,3.99,4.79,0.23
342,Entry Short,Short,2023-02-24 12:00,23810.20,0.08701,59.83,2.89,3739.14,0.06,82.66,3.99,4.79,0.23
341,Exit Short,Close entry(s) order Short,2023-02-24 00:00,23940.42,0.08714,-17.29,-0.83,3679.30,-0.02,13.35,0.64,40.72,1.96
341,Entry Short,Short,2023-02-23 09:00,23780.21,0.08714,-17.29,-0.83,3679.30,-0.02,13.35,0.64,40.72,1.96
340,Exit Short,Close entry(s) order Short,2023-02-22 09:00,24160.87,0.0839,41.09,1.98,3696.59,0.04,68.32,3.30,14.02,0.68
340,Entry Short,Short,2023-02-21 06:00,24689.66,0.0839,41.09,1.98,3696.59,0.04,68.32,3.30,14.02,0.68
339,Exit Long,Close entry(s) order Long,2023-02-20 18:00,24800.92,0.08323,-10.64,-0.51,3655.51,-0.01,17.67,0.85,23.88,1.15
339,Entry Long,Long,2023-02-20 09:00,24889.00,0.08323,-10.64,-0.51,3655.51,-0.01,17.67,0.85,23.88,1.15
338,Exit Short,Close entry(s) order Short,2023-02-20 03:00,24491.18,0.08504,-14.11,-0.68,3666.14,-0.01,42.87,2.07,20.02,0.97
338,Entry Short,Short,2023-02-19 15:00,24364.38,0.08504,-14.11,-0.68,3666.14,-0.01,42.87,2.07,20.02,0.97
337,Exit Long,Close entry(s) order Long,2023-02-18 03:00,24641.80,0.08349,-18.26,-0.88,3680.25,-0.02,0,0.00,65.88,3.18
337,Entry Long,Long,2023-02-17 18:00,24820.92,0.08349,-18.26,-0.88,3680.25,-0.02,0,0.00,65.88,3.18
336,Exit Long,Close entry(s) order Long,2023-02-16 03:00,24681.94,0.09214,202.70,9.79,3698.51,0.20,225.08,10.87,1.75,0.08
336,Entry Long,Long,2023-02-15 09:00,22444.28,0.09214,202.70,9.79,3698.51,0.20,225.08,10.87,1.75,0.08
335,Exit Long,Close entry(s) order Long,2023-02-15 00:00,22072.24,0.09543,35.66,1.72,3495.81,0.03,60.90,2.94,14.14,0.68
335,Entry Long,Long,2023-02-13 18:00,21663.57,0.09543,35.66,1.72,3495.81,0.03,60.90,2.94,14.14,0.68
334,Exit Short,Close entry(s) order Short,2023-02-13 18:00,21663.57,0.0949,7.98,0.39,3460.15,0.01,39.28,1.90,12.34,0.60
334,Entry Short,Short,2023-02-12 21:00,21782.37,0.0949,7.98,0.39,3460.15,0.01,39.28,1.90,12.34,0.60
333,Exit Short,Close entry(s) order Short,2023-02-11 00:00,21652.20,0.09512,4.35,0.21,3452.17,0.00,25.13,1.21,17.69,0.86
333,Entry Short,Short,2023-02-10 09:00,21732.63,0.09512,4.35,0.21,3452.17,0.00,25.13,1.21,17.69,0.86
332,Exit Short,Close entry(s) order Short,2023-02-06 06:00,22862.53,0.08922,23.56,1.14,3447.82,0.02,46.11,2.23,5.24,0.25
332,Entry Short,Short,2023-02-05 12:00,23163.45,0.08922,23.56,1.14,3447.82,0.02,46.11,2.23,5.24,0.25
331,Exit Short,Close entry(s) order Short,2023-02-05 06:00,23393.26,0.08874,-12.28,-0.59,3424.26,-0.01,0,0.00,14.18,0.69
331,Entry Short,Short,2023-02-05 00:00,23292.22,0.08874,-12.28,-0.59,3424.26,-0.01,0,0.00,14.18,0.69
330,Exit Long,Close entry(s) order Long,2023-02-02 03:00,23803.74,0.08984,69.44,3.36,3436.54,0.07,111.70,5.40,22.59,1.09
330,Entry Long,Long,2023-02-01 15:00,22993.32,0.08984,69.44,3.36,3436.54,0.07,111.70,5.40,22.59,1.09
329,Exit Short,Long,2023-02-01 15:00,22993.32,0.08983,-3.30,-0.16,3367.09,0.00,0,0.00,1.65,0.08
329,Entry Short,Short,2023-02-01 15:00,22993.32,0.08983,-3.30,-0.16,3367.09,0.00,0,0.00,1.65,0.08
328,Exit Long,Close entry(s) order Long,2023-01-29 21:00,23743.37,0.08967,61.38,2.97,3370.40,0.06,82.56,4.00,6.46,0.31
328,Entry Long,Long,2023-01-28 21:00,23021.40,0.08967,61.38,2.97,3370.40,0.06,82.56,4.00,6.46,0.31
327,Exit Short,Close entry(s) order Short,2023-01-28 21:00,23021.40,0.08969,-3.52,-0.17,3309.01,0.00,5.25,0.25,3.82,0.18
327,Entry Short,Short,2023-01-28 15:00,23018.96,0.08969,-3.52,-0.17,3309.01,0.00,5.25,0.25,3.82,0.18
326,Exit Short,Close entry(s) order Short,2023-01-28 15:00,23018.96,0.08985,-6.91,-0.33,3312.54,-0.01,7.37,0.36,8.30,0.40
326,Entry Short,Short,2023-01-28 06:00,22978.87,0.08985,-6.91,-0.33,3312.54,-0.01,7.37,0.36,8.30,0.40
325,Exit Long,Close entry(s) order Long,2023-01-27 21:00,23074.16,0.08899,-14.92,-0.72,3319.44,-0.01,24.62,1.19,24.20,1.17
325,Entry Long,Long,2023-01-27 15:00,23204.74,0.08899,-14.92,-0.72,3319.44,-0.01,24.62,1.19,24.20,1.17
324,Exit Long,Close entry(s) order Long,2023-01-26 06:00,23003.11,0.09002,2.74,0.13,3334.36,0.00,77.64,3.76,12.39,0.60
324,Entry Long,Long,2023-01-25 18:00,22935.92,0.09002,2.74,0.13,3334.36,0.00,77.64,3.76,12.39,0.60
323,Exit Short,Close entry(s) order Short,2023-01-25 06:00,22659.71,0.09124,-5.84,-0.28,3331.62,-0.01,28.63,1.39,14.43,0.70
323,Entry Short,Short,2023-01-24 21:00,22631.94,0.09124,-5.84,-0.28,3331.62,-0.01,28.63,1.39,14.43,0.70
322,Exit Long,Close entry(s) order Long,2023-01-24 06:00,23052.67,0.08953,-4.43,-0.21,3337.46,0.00,8.62,0.42,38.47,1.86
322,Entry Long,Long,2023-01-23 15:00,23065.22,0.08953,-4.43,-0.21,3337.46,0.00,8.62,0.42,38.47,1.86
321,Exit Short,Long,2023-01-23 15:00,23065.22,0.09018,-17.80,-0.86,3341.89,-0.02,34.83,1.69,20.63,1.00
321,Entry Short,Short,2023-01-23 09:00,22904.58,0.09018,-17.80,-0.86,3341.89,-0.02,34.83,1.69,20.63,1.00
320,Exit Long,Short,2023-01-23 09:00,22904.58,0.09018,-3.30,-0.16,3359.69,0.00,0,0.00,1.65,0.08
320,Entry Long,Long,2023-01-23 09:00,22904.58,0.09018,-3.30,-0.16,3359.69,0.00,0,0.00,1.65,0.08
319,Exit Short,Close entry(s) order Short,2023-01-19 03:00,20814.82,0.09636,55.47,2.68,3362.99,0.05,96.36,4.66,14.73,0.71
319,Entry Short,Short,2023-01-18 12:00,21424.30,0.09636,55.47,2.68,3362.99,0.05,96.36,4.66,14.73,0.71
318,Exit Long,Short,2023-01-18 12:00,21424.30,0.09636,-3.30,-0.16,3307.52,0.00,0,0.00,1.65,0.08
318,Entry Long,Long,2023-01-18 12:00,21424.30,0.09636,-3.30,-0.16,3307.52,0.00,0,0.00,1.65,0.08
317,Exit Long,Close entry(s) order Long,2023-01-17 21:00,21132.29,0.09782,-0.41,-0.02,3310.82,0.00,51.64,2.50,27.22,1.32
317,Entry Long,Long,2023-01-16 15:00,21102.71,0.09782,-0.41,-0.02,3310.82,0.00,51.64,2.50,27.22,1.32
316,Exit Long,Close entry(s) order Long,2023-01-16 06:00,20746.75,0.09738,-48.24,-2.33,3311.24,-0.05,3.36,0.16,54.48,2.64
316,Entry Long,Long,2023-01-16 00:00,21208.54,0.09738,-48.24,-2.33,3311.24,-0.05,3.36,0.16,54.48,2.64
315,Exit Long,Close entry(s) order Long,2023-01-14 06:00,21003.35,0.10707,183.66,8.90,3359.47,0.18,212.72,10.31,2.69,0.13
315,Entry Long,Long,2023-01-13 15:00,19255.84,0.10707,183.66,8.90,3359.47,0.18,212.72,10.31,2.69,0.13
314,Exit Long,Close entry(s) order Long,2023-01-13 00:00,18835.48,0.10946,-3.47,-0.17,3175.82,0.00,29.00,1.41,25.93,1.26
314,Entry Long,Long,2023-01-12 15:00,18837.06,0.10946,-3.47,-0.17,3175.82,0.00,29.00,1.41,25.93,1.26
313,Exit Long,Close entry(s) order Long,2023-01-12 06:00,18151.52,0.1174,67.20,3.26,3179.29,0.07,96.40,4.67,5.93,0.29
313,Entry Long,Long,2023-01-11 18:00,17550.57,0.1174,67.20,3.26,3179.29,0.07,96.40,4.67,5.93,0.29
312,Exit Long,Close entry(s) order Long,2023-01-11 00:00,17387.67,0.11791,-13.93,-0.68,3112.09,-0.01,2.13,0.10,12.83,0.62
312,Entry Long,Long,2023-01-10 18:00,17477.95,0.11791,-13.93,-0.68,3112.09,-0.01,2.13,0.10,12.83,0.62
311,Exit Long,Close entry(s) order Long,2023-01-09 06:00,17191.68,0.12031,4.38,0.21,3126.02,0.00,14.56,0.71,4.44,0.22
311,Entry Long,Long,2023-01-08 21:00,17127.83,0.12031,4.38,0.21,3126.02,0.00,14.56,0.71,4.44,0.22
310,Exit Long,Close entry(s) order Long,2023-01-07 03:00,16934.02,0.12249,10.46,0.51,3121.64,0.01,25.23,1.22,1.70,0.08
310,Entry Long,Long,2023-01-06 15:00,16821.58,0.12249,10.46,0.51,3121.64,0.01,25.23,1.22,1.70,0.08
309,Exit Long,Close entry(s) order Long,2023-01-04 09:00,16835.35,0.1231,8.86,0.43,3111.18,0.01,20.82,1.01,1.66,0.08
309,Entry Long,Long,2023-01-04 00:00,16736.52,0.1231,8.86,0.43,3111.18,0.01,20.82,1.01,1.66,0.08
308,Exit Long,Close entry(s) order Long,2023-01-02 00:00,16587.99,0.12428,-2.21,-0.11,3102.32,0.00,4.54,0.22,5.45,0.26
308,Entry Long,Long,2023-01-01 15:00,16579.25,0.12428,-2.21,-0.11,3102.32,0.00,4.54,0.22,5.45,0.26
307,Exit Short,Close entry(s) order Short,2023-01-01 09:00,16556.66,0.12456,-5.15,-0.25,3104.53,0.00,3.68,0.18,3.89,0.19
307,Entry Short,Short,2022-12-31 21:00,16541.77,0.12456,-5.15,-0.25,3104.53,0.00,3.68,0.18,3.89,0.19
306,Exit Short,Close entry(s) order Short,2022-12-30 15:00,16533.77,0.12447,-0.73,-0.04,3109.68,0.00,25.91,1.26,4.92,0.24
306,Entry Short,Short,2022-12-30 03:00,16554.39,0.12447,-0.73,-0.04,3109.68,0.00,25.91,1.26,4.92,0.24
305,Exit Short,Close entry(s) order Short,2022-12-29 03:00,16577.21,0.12453,-7.02,-0.34,3110.41,-0.01,5.63,0.27,7.46,0.36
305,Entry Short,Short,2022-12-28 21:00,16547.32,0.12453,-7.02,-0.34,3110.41,-0.01,5.63,0.27,7.46,0.36
304,Exit Long,Close entry(s) order Long,2022-12-27 06:00,16849.79,0.1218,-11.77,-0.57,3117.43,-0.01,4.86,0.24,12.44,0.60
304,Entry Long,Long,2022-12-26 21:00,16919.39,0.1218,-11.77,-0.57,3117.43,-0.01,4.86,0.24,12.44,0.60
303,Exit Long,Close entry(s) order Long,2022-12-26 12:00,16833.12,0.12239,-4.06,-0.20,3129.20,0.00,2.49,0.12,3.27,0.16
303,Entry Long,Long,2022-12-26 06:00,16839.35,0.12239,-4.06,-0.20,3129.20,0.00,2.49,0.12,3.27,0.16
302,Exit Long,Close entry(s) order Long,2022-12-26 06:00,16839.35,0.12245,-2.41,-0.12,3133.26,0.00,9.60,0.47,3.38,0.16
302,Entry Long,Long,2022-12-25 21:00,16832.11,0.12245,-2.41,-0.12,3133.26,0.00,9.60,0.47,3.38,0.16
301,Exit Short,Long,2022-12-25 21:00,16832.11,0.12271,-7.71,-0.37,3135.67,-0.01,6.84,0.33,7.76,0.38
301,Entry Short,Short,2022-12-25 15:00,16796.17,0.12271,-7.71,-0.37,3135.67,-0.01,6.84,0.33,7.76,0.38
300,Exit Short,Close entry(s) order Short,2022-12-24 06:00,16827.58,0.12285,-9.33,-0.45,3143.38,-0.01,0,0.00,11.59,0.56
300,Entry Short,Short,2022-12-23 21:00,16778.52,0.12285,-9.33,-0.45,3143.38,-0.01,0,0.00,11.59,0.56
